TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
TX000157,AC00421,93.26,2023-07-27 16:22:52,Credit,New York,D000436,182.225.2.156,M092,Online,20,Student,72,1,1152.2,2024-11-04 08:12:04
TX000158,AC00111,803.37,2023-04-17 16:08:34,Credit,Memphis,D000108,191.91.45.159,M030,Branch,68,Doctor,129,1,12168.37,2024-11-04 08:08:40
TX000159,AC00275,35.76,2023-09-19 17:38:18,Debit,Charlotte,D000678,111.78.64.133,M057,Branch,23,Student,122,1,611.86,2024-11-04 08:11:40
TX000160,AC00492,28.53,2023-05-31 16:37:39,Debit,Washington,D000310,215.97.143.157,M035,Online,62,Doctor,99,1,8670.53,2024-11-04 08:06:30
TX000161,AC00380,139.53,2023-10-09 17:20:09,Credit,Louisville,D000491,167.104.180.235,M002,Online,53,Doctor,177,1,10098.86,2024-11-04 08:07:31
TX000162,AC00227,307.57,2023-01-09 16:12:01,Debit,Detroit,D000076,128.16.32.183,M049,Branch,33,Doctor,285,1,5307.74,2024-11-04 08:06:33
TX000163,AC00257,60.65,2023-05-26 18:15:08,Credit,Tucson,D000456,10.144.131.89,M085,Branch,56,Retired,53,1,1047.28,2024-11-04 08:09:22
TX000164,AC00062,74.86,2023-08-14 17:43:17,Debit,Nashville,D000115,161.168.126.136,M028,Branch,70,Doctor,125,1,6921.48,2024-11-04 08:07:39
TX000165,AC00383,117.97,2023-11-24 18:51:32,Debit,Kansas City,D000281,198.39.35.23,M100,Branch,51,Retired,137,1,1475.46,2024-11-04 08:09:21
TX000166,AC00182,231.91,2023-01-31 18:31:22,Debit,Memphis,D000371,161.71.2.223,M044,ATM,34,Engineer,165,1,112.76,2024-11-04 08:12:15
TX000167,AC00478,126.21,2023-02-14 16:07:01,Debit,Baltimore,D000001,141.121.30.32,M001,Branch,75,Retired,268,1,5669.66,2024-11-04 08:08:42
TX000168,AC00332,506.28,2023-05-02 17:03:29,Credit,Chicago,D000606,110.150.1.201,M010,Online,53,Retired,162,2,1309.95,2024-11-04 08:09:09
TX000169,AC00202,304.35,2023-12-04 17:07:34,Debit,Houston,D000281,183.39.94.209,M007,Branch,31,Engineer,36,1,4057.1,2024-11-04 08:08:45
TX000170,AC00331,281.85,2023-05-16 17:26:37,Debit,Detroit,D000148,219.193.239.152,M013,ATM,22,Student,109,1,1585.98,2024-11-04 08:07:38
TX000171,AC00474,777.88,2023-03-20 16:58:12,Debit,Houston,D000436,139.23.212.102,M018,Branch,31,Engineer,17,1,6825.55,2024-11-04 08:09:15
TX000172,AC00268,119.18,2023-08-25 18:01:38,Debit,Los Angeles,D000309,7.105.184.86,M093,Branch,56,Retired,96,1,5516.5,2024-11-04 08:07:34
TX000173,AC00247,177.19,2023-05-15 17:25:28,Debit,Chicago,D000666,130.92.201.49,M088,Online,76,Retired,43,1,5343.3,2024-11-04 08:06:30
TX000174,AC00298,260.88,2023-05-29 16:50:10,Debit,Denver,D000327,184.59.28.72,M094,Branch,22,Student,36,1,903.05,2024-11-04 08:06:52
TX000175,AC00106,169.47,2023-03-22 16:10:14,Debit,Chicago,D000061,120.170.93.69,M046,Online,24,Student,19,1,1806.16,2024-11-04 08:07:37
TX000176,AC00035,73.23,2023-05-19 16:52:53,Debit,Portland,D000059,155.37.19.43,M022,Branch,26,Student,14,1,787.74,2024-11-04 08:11:12
TX000177,AC00363,1362.55,2023-02-10 18:07:07,Debit,El Paso,D000213,93.52.44.101,M001,ATM,29,Engineer,106,1,2429.68,2024-11-04 08:11:05
TX000178,AC00273,792.57,2023-05-22 16:22:36,Debit,Baltimore,D000424,110.235.207.187,M059,ATM,19,Student,164,1,770.37,2024-11-04 08:10:39
TX000179,AC00156,237.06,2023-12-18 16:47:17,Debit,Phoenix,D000455,61.95.76.233,M049,Online,71,Retired,46,1,1182.77,2024-11-04 08:07:50
TX000180,AC00010,34.17,2023-11-21 16:57:43,Credit,Philadelphia,D000036,177.116.108.246,M091,Online,54,Engineer,54,1,726.55,2024-11-04 08:06:29
TX000181,AC00036,740.25,2023-07-19 17:03:58,Debit,Philadelphia,D000030,1.198.76.182,M010,Online,41,Doctor,123,1,14464.3,2024-11-04 08:08:27
TX000182,AC00149,453.54,2023-04-19 16:36:03,Debit,Albuquerque,D000150,223.32.70.156,M017,ATM,58,Doctor,82,1,12046.3,2024-11-04 08:12:06
TX000183,AC00225,300.47,2023-11-13 16:11:52,Debit,Jacksonville,D000272,156.173.170.140,M065,Branch,73,Retired,100,1,7885.64,2024-11-04 08:08:00
TX000184,AC00077,110.93,2023-04-07 16:38:15,Credit,Virginia Beach,D000142,101.223.82.253,M036,Branch,19,Student,201,1,1952.35,2024-11-04 08:10:53
TX000185,AC00440,201.69,2023-01-03 16:46:36,Debit,Las Vegas,D000626,193.108.17.115,M019,ATM,59,Doctor,299,1,7328.52,2024-11-04 08:10:16
TX000186,AC00321,399.21,2023-01-30 16:15:49,Debit,Portland,D000301,30.229.179.194,M062,ATM,59,Engineer,109,1,3210.39,2024-11-04 08:08:21
TX000187,AC00099,1041.88,2023-09-06 16:44:02,Debit,Jacksonville,D000208,32.240.176.64,M032,Online,78,Retired,57,1,5726.2,2024-11-04 08:06:44
TX000188,AC00258,630.36,2023-03-02 16:11:53,Debit,Mesa,D000091,200.22.195.243,M084,ATM,62,Retired,52,1,1363.65,2024-11-04 08:12:15
TX000189,AC00132,10.94,2023-10-23 17:24:07,Credit,Philadelphia,D000503,10.191.172.154,M083,ATM,60,Engineer,245,1,1241.99,2024-11-04 08:11:53
TX000190,AC00113,215.9,2023-01-04 16:02:09,Debit,Los Angeles,D000414,147.119.62.178,M083,ATM,38,Doctor,235,1,7873.28,2024-11-04 08:10:23
TX000191,AC00396,1422.55,2023-07-10 17:49:18,Debit,Washington,D000569,188.124.181.12,M072,Branch,79,Retired,165,1,5674.32,2024-11-04 08:06:50
TX000192,AC00099,226.37,2023-09-18 17:07:08,Credit,Louisville,D000631,206.62.122.93,M041,Branch,49,Doctor,141,1,9840.04,2024-11-04 08:09:56
TX000193,AC00265,444.89,2023-09-11 16:27:39,Credit,Las Vegas,D000173,42.61.10.112,M060,Branch,43,Doctor,101,1,10328.23,2024-11-04 08:11:50
TX000194,AC00047,280.57,2023-01-27 17:35:05,Credit,Virginia Beach,D000538,170.225.23.251,M017,Online,25,Student,24,1,293.24,2024-11-04 08:10:24
TX000195,AC00005,488.54,2023-07-03 17:47:49,Debit,Jacksonville,D000466,198.24.183.157,M036,Branch,52,Engineer,132,1,7486.63,2024-11-04 08:07:26
TX000196,AC00363,3.3,2023-03-27 16:42:16,Credit,Los Angeles,D000215,116.44.12.250,M085,Branch,50,Doctor,131,1,11385.37,2024-11-04 08:10:11
TX000197,AC00426,199.39,2023-08-21 16:16:22,Debit,Colorado Springs,D000304,194.88.79.54,M023,Branch,69,Retired,165,1,7264.79,2024-11-04 08:09:06
TX000198,AC00107,20.36,2023-07-24 17:02:18,Debit,Tucson,D000082,96.115.67.230,M069,Branch,62,Retired,75,1,2762.48,2024-11-04 08:11:15
TX000199,AC00237,113.64,2023-10-24 17:09:41,Debit,Detroit,D000022,31.127.129.152,M038,Online,62,Retired,32,1,6675.03,2024-11-04 08:07:55
TX000200,AC00358,493.11,2023-07-31 16:25:26,Debit,Colorado Springs,D000232,35.220.238.127,M022,Branch,53,Retired,236,1,7432.99,2024-11-04 08:08:01
TX000201,AC00113,307.41,2023-06-12 17:32:52,Debit,Los Angeles,D000014,1.7.29.72,M007,ATM,19,Student,14,1,1057.0,2024-11-04 08:09:48
TX000202,AC00010,11.18,2023-11-30 16:52:42,Debit,Atlanta,D000129,16.51.235.240,M017,Online,43,Doctor,161,1,5956.89,2024-11-04 08:10:20
TX000203,AC00499,313.82,2023-11-15 18:57:38,Debit,Tucson,D000357,179.43.245.131,M097,Branch,59,Engineer,151,1,7261.59,2024-11-04 08:08:42
TX000204,AC00380,51.0,2023-01-30 16:00:38,Debit,Seattle,D000199,193.217.248.188,M063,Branch,64,Retired,107,1,4943.16,2024-11-04 08:08:23
TX000205,AC00452,140.98,2023-05-25 16:34:22,Debit,Memphis,D000374,192.95.36.246,M059,Branch,60,Engineer,100,1,8127.48,2024-11-04 08:12:13
TX000206,AC00020,288.04,2023-08-24 16:47:21,Debit,Denver,D000582,205.69.66.135,M092,ATM,68,Retired,63,1,1748.02,2024-11-04 08:10:00
TX000207,AC00181,800.55,2023-05-04 16:21:31,Debit,Oklahoma City,D000657,8.244.162.185,M062,ATM,31,Engineer,108,1,9660.22,2024-11-04 08:06:49
TX000208,AC00370,485.54,2023-02-06 17:46:59,Debit,Houston,D000589,140.212.253.222,M061,ATM,46,Engineer,143,1,6371.51,2024-11-04 08:11:46
TX000209,AC00453,521.15,2023-02-17 18:16:05,Debit,Kansas City,D000108,166.7.230.111,M084,ATM,54,Doctor,214,1,9442.47,2024-11-04 08:07:31
TX000210,AC00339,321.79,2023-08-07 17:30:33,Credit,Raleigh,D000537,86.103.2.29,M056,ATM,63,Retired,61,1,5959.2,2024-11-04 08:10:01
TX000211,AC00249,304.93,2023-02-24 16:23:22,Debit,Portland,D000700,21.190.11.223,M098,ATM,65,Doctor,158,1,13531.22,2024-11-04 08:08:15
TX000212,AC00479,432.08,2023-07-31 16:04:55,Debit,El Paso,D000073,40.192.99.27,M044,ATM,40,Doctor,145,1,11500.62,2024-11-04 08:11:46
TX000213,AC00301,694.2,2023-12-07 16:20:08,Debit,Milwaukee,D000007,27.143.109.203,M035,ATM,61,Retired,72,1,1389.37,2024-11-04 08:07:23
TX000214,AC00380,116.86,2023-03-20 18:28:48,Debit,Louisville,D000531,184.146.10.88,M088,ATM,55,Engineer,171,1,6706.56,2024-11-04 08:12:15
TX000215,AC00130,386.81,2023-03-03 18:02:52,Credit,Detroit,D000248,34.169.232.37,M039,Online,57,Doctor,149,1,7175.29,2024-11-04 08:10:50
TX000216,AC00006,74.88,2023-05-24 16:25:50,Debit,Atlanta,D000139,161.161.26.115,M026,ATM,25,Student,202,1,420.67,2024-11-04 08:07:46
TX000217,AC00096,195.76,2023-05-22 16:17:19,Debit,Philadelphia,D000517,119.163.214.161,M056,Branch,75,Retired,99,1,7323.53,2024-11-04 08:09:48
TX000218,AC00108,134.7,2023-08-21 16:03:18,Debit,Fort Worth,D000637,155.19.119.0,M074,ATM,50,Doctor,106,1,8395.85,2024-11-04 08:11:07
TX000219,AC00070,890.24,2023-07-07 18:03:43,Credit,Las Vegas,D000223,28.149.72.129,M029,Online,33,Engineer,161,1,5140.93,2024-11-04 08:07:32
TX000220,AC00417,361.27,2023-01-06 17:01:53,Debit,Omaha,D000676,78.100.105.143,M088,ATM,63,Doctor,180,1,7945.57,2024-11-04 08:10:07
TX000221,AC00391,131.56,2023-10-19 16:42:37,Debit,Charlotte,D000203,27.215.118.94,M014,Branch,44,Doctor,42,1,5873.54,2024-11-04 08:07:12
TX000222,AC00414,485.51,2023-11-28 16:49:27,Credit,Milwaukee,D000460,91.204.200.167,M097,Online,76,Retired,37,1,3074.45,2024-11-04 08:08:02
TX000223,AC00004,547.87,2023-07-10 17:15:27,Debit,Columbus,D000183,188.205.152.176,M064,ATM,64,Retired,131,1,6155.76,2024-11-04 08:10:31
TX000224,AC00047,457.3,2023-06-26 18:25:21,Debit,Virginia Beach,D000214,62.27.235.199,M042,Online,28,Engineer,15,1,8318.29,2024-11-04 08:07:53
TX000225,AC00198,506.24,2023-01-13 16:44:26,Debit,Chicago,D000315,136.104.90.223,M077,ATM,58,Engineer,64,1,230.09,2024-11-04 08:11:40
TX000226,AC00314,486.59,2023-12-19 16:55:17,Debit,Indianapolis,D000029,129.102.184.189,M017,Branch,57,Retired,119,1,2513.56,2024-11-04 08:10:02
TX000227,AC00212,163.68,2023-09-28 16:20:57,Debit,San Diego,D000440,35.67.21.23,M087,Branch,41,Doctor,292,1,10090.05,2024-11-04 08:11:01
TX000228,AC00115,581.65,2023-01-09 16:54:58,Debit,Boston,D000666,80.92.209.207,M009,ATM,22,Student,176,1,480.19,2024-11-04 08:09:39
TX000229,AC00055,52.01,2023-11-07 16:46:04,Debit,Mesa,D000652,178.34.103.183,M019,ATM,48,Doctor,85,1,1120.88,2024-11-04 08:11:27
TX000230,AC00427,630.24,2023-11-29 18:10:30,Debit,Boston,D000548,12.246.170.239,M054,ATM,21,Student,62,1,370.81,2024-11-04 08:11:52
TX000231,AC00401,523.74,2023-11-02 16:36:37,Debit,Oklahoma City,D000551,216.151.64.40,M099,ATM,43,Doctor,159,1,13498.55,2024-11-04 08:06:52
TX000232,AC00430,705.6,2023-02-20 18:41:43,Debit,Phoenix,D000103,205.45.234.42,M071,Branch,40,Doctor,124,3,14804.7,2024-11-04 08:09:04
TX000233,AC00299,217.5,2023-10-23 18:54:48,Credit,Denver,D000485,101.90.40.193,M043,Branch,46,Engineer,35,1,3057.4,2024-11-04 08:06:58
TX000234,AC00345,91.48,2023-01-23 16:50:31,Debit,Fort Worth,D000295,160.74.183.38,M081,ATM,51,Doctor,141,1,14942.78,2024-11-04 08:09:17
TX000235,AC00430,5.25,2023-11-13 18:26:24,Debit,San Jose,D000571,93.170.203.44,M010,ATM,39,Doctor,49,1,14143.32,2024-11-04 08:12:22
TX000236,AC00175,54.03,2023-09-19 17:16:46,Credit,Milwaukee,D000519,161.25.82.11,M087,ATM,56,Retired,161,1,6736.3,2024-11-04 08:07:36
TX000237,AC00177,736.73,2023-11-27 16:05:27,Debit,Memphis,D000167,107.247.202.71,M037,Branch,48,Engineer,10,1,3313.07,2024-11-04 08:10:54
TX000238,AC00225,368.91,2023-03-10 17:49:57,Debit,Virginia Beach,D000221,218.238.171.184,M082,Branch,54,Doctor,14,1,829.71,2024-11-04 08:10:28
TX000239,AC00394,33.06,2023-01-17 16:03:41,Credit,Fort Worth,D000417,63.67.150.226,M045,Online,53,Retired,170,1,1540.87,2024-11-04 08:06:43
TX000240,AC00026,66.5,2023-05-04 16:44:56,Credit,Louisville,D000419,13.88.251.53,M098,Online,32,Engineer,144,1,6820.23,2024-11-04 08:08:06
TX000241,AC00076,177.08,2023-01-06 17:16:44,Debit,Las Vegas,D000450,176.96.83.253,M014,Online,35,Doctor,85,1,13475.14,2024-11-04 08:12:21
TX000242,AC00215,588.54,2023-02-06 17:57:28,Debit,Portland,D000609,211.97.88.141,M031,Branch,32,Engineer,130,1,714.45,2024-11-04 08:10:37
TX000243,AC00202,173.5,2023-10-23 17:16:20,Debit,Nashville,D000235,32.13.122.242,M052,ATM,21,Student,282,1,1306.91,2024-11-04 08:11:52
TX000244,AC00400,78.33,2023-07-31 16:13:12,Credit,Memphis,D000191,85.240.254.83,M069,Online,56,Engineer,189,1,7255.33,2024-11-04 08:08:18
TX000245,AC00004,40.66,2024-01-01 16:08:49,Debit,Louisville,D000214,148.25.159.90,M061,Branch,59,Retired,156,1,1153.84,2024-11-04 08:11:28
TX000246,AC00260,97.22,2023-02-20 17:30:19,Credit,Atlanta,D000507,188.205.152.176,M063,Branch,77,Retired,55,1,6647.73,2024-11-04 08:11:17
TX000247,AC00415,34.07,2023-11-06 17:22:58,Debit,Philadelphia,D000158,29.168.185.63,M080,Branch,22,Student,81,1,8709.77,2024-11-04 08:07:21
TX000248,AC00337,492.06,2023-10-19 16:14:15,Debit,Fresno,D000411,60.166.231.236,M012,Online,23,Student,74,1,857.9,2024-11-04 08:09:56
TX000249,AC00253,842.01,2023-09-12 16:43:27,Credit,Virginia Beach,D000209,62.152.134.92,M015,Online,53,Doctor,185,1,509.45,2024-11-04 08:08:33
TX000250,AC00126,73.55,2023-01-09 16:09:48,Debit,Atlanta,D000210,196.121.240.10,M086,ATM,51,Engineer,158,1,2812.06,2024-11-04 08:11:21
TX000251,AC00304,760.53,2023-09-04 18:13:25,Debit,Phoenix,D000651,177.116.108.246,M005,Online,57,Engineer,118,1,6179.91,2024-11-04 08:09:35
TX000252,AC00470,273.08,2023-01-30 16:09:08,Credit,Houston,D000534,150.231.20.169,M007,Branch,26,Engineer,134,1,6609.3,2024-11-04 08:07:57
TX000253,AC00041,371.69,2023-12-22 16:27:49,Debit,San Francisco,D000374,124.180.225.109,M020,Branch,67,Retired,143,1,3484.32,2024-11-04 08:09:59
TX000254,AC00442,218.96,2023-08-30 16:11:47,Debit,Seattle,D000556,52.196.112.199,M021,ATM,18,Student,13,1,754.21,2024-11-04 08:10:35
TX000255,AC00430,227.39,2023-12-25 16:58:19,Debit,Atlanta,D000207,96.115.67.230,M010,Online,18,Student,65,1,751.09,2024-11-04 08:11:36
TX000256,AC00258,237.99,2023-05-08 16:45:11,Credit,Kansas City,D000563,168.55.35.243,M043,Branch,39,Doctor,86,1,8510.09,2024-11-04 08:11:36
TX000257,AC00073,186.6,2023-07-04 16:27:23,Debit,Washington,D000149,52.1.78.30,M037,Online,58,Doctor,13,1,1508.72,2024-11-04 08:06:24
TX000258,AC00430,341.15,2023-02-13 17:18:15,Debit,San Jose,D000453,6.44.165.160,M042,Online,18,Student,148,1,511.37,2024-11-04 08:10:09
TX000259,AC00363,434.58,2023-09-06 16:28:38,Debit,Memphis,D000136,80.92.209.207,M091,ATM,59,Doctor,215,1,12648.32,2024-11-04 08:08:15
TX000260,AC00307,312.88,2023-05-26 18:12:50,Credit,Portland,D000503,201.114.165.141,M040,Branch,54,Engineer,44,1,233.21,2024-11-04 08:07:23
TX000261,AC00085,75.15,2023-09-18 17:31:23,Debit,Boston,D000014,135.29.211.116,M094,ATM,23,Student,154,1,1092.92,2024-11-04 08:11:00
TX000262,AC00448,23.3,2023-08-14 18:13:38,Debit,Los Angeles,D000385,111.226.226.202,M061,ATM,59,Engineer,161,1,6711.15,2024-11-04 08:08:06
TX000263,AC00194,47.38,2023-02-08 18:18:07,Credit,Seattle,D000388,150.231.20.169,M061,Online,25,Student,61,1,459.37,2024-11-04 08:07:05
TX000264,AC00319,512.81,2023-07-19 16:57:01,Debit,Sacramento,D000611,82.75.200.117,M004,Branch,79,Retired,30,1,6994.34,2024-11-04 08:11:58
TX000265,AC00366,488.15,2023-07-31 16:01:00,Debit,Louisville,D000257,81.102.230.41,M098,Branch,43,Engineer,168,1,7071.09,2024-11-04 08:11:13
TX000266,AC00338,12.82,2023-04-05 18:37:10,Debit,Fort Worth,D000482,152.234.65.155,M055,ATM,44,Engineer,156,1,9045.19,2024-11-04 08:08:25
TX000267,AC00178,66.9,2023-04-17 16:50:45,Credit,Charlotte,D000221,138.210.196.19,M021,Online,79,Retired,129,4,5238.71,2024-11-04 08:10:39
TX000268,AC00424,535.91,2023-07-07 16:38:12,Debit,Las Vegas,D000583,104.80.232.55,M097,Online,43,Engineer,22,1,9642.12,2024-11-04 08:10:49
TX000269,AC00147,270.72,2023-07-03 18:01:00,Credit,Washington,D000508,26.240.219.199,M094,Online,26,Engineer,53,1,6263.96,2024-11-04 08:11:05
TX000270,AC00171,97.98,2023-02-06 16:09:48,Debit,Denver,D000470,211.42.9.0,M033,Branch,72,Retired,18,1,7460.33,2024-11-04 08:08:43
TX000271,AC00023,196.08,2023-08-25 16:52:28,Debit,San Francisco,D000623,198.73.211.114,M088,Online,61,Retired,98,1,4233.82,2024-11-04 08:06:31
TX000272,AC00263,251.18,2023-06-01 16:51:11,Debit,San Jose,D000056,134.222.122.238,M058,ATM,42,Engineer,246,1,8303.9,2024-11-04 08:07:55
TX000273,AC00423,44.52,2023-03-28 18:30:25,Debit,El Paso,D000618,89.21.156.229,M081,Online,28,Student,205,1,314.28,2024-11-04 08:10:28
TX000274,AC00455,178.87,2023-05-23 16:03:54,Debit,Baltimore,D000663,134.247.5.188,M001,Online,35,Doctor,180,1,5241.23,2024-11-04 08:10:16
TX000275,AC00454,1176.28,2023-12-20 16:08:02,Credit,Kansas City,D000476,50.202.8.53,M074,ATM,54,Engineer,174,5,323.69,2024-11-04 08:11:44
TX000276,AC00055,386.68,2023-10-31 16:48:01,Debit,New York,D000453,207.157.126.125,M019,Branch,46,Doctor,128,1,6863.06,2024-11-04 08:06:28
TX000277,AC00403,167.14,2023-04-24 18:33:29,Debit,Denver,D000231,125.89.163.224,M049,Online,76,Retired,20,1,3877.73,2024-11-04 08:06:26
TX000278,AC00220,345.22,2023-09-05 16:55:47,Debit,Fresno,D000217,164.75.163.220,M025,Branch,69,Retired,253,1,4046.58,2024-11-04 08:07:36
TX000279,AC00009,74.85,2023-12-25 17:19:08,Debit,Raleigh,D000526,191.82.103.198,M091,ATM,72,Retired,117,1,2409.73,2024-11-04 08:11:49
TX000280,AC00445,671.73,2023-10-16 16:15:54,Debit,Washington,D000641,112.56.160.202,M071,Branch,58,Engineer,54,1,5211.88,2024-11-04 08:12:04
TX000281,AC00133,255.04,2023-11-23 16:15:59,Debit,Seattle,D000206,98.39.212.221,M084,ATM,45,Engineer,152,1,6217.86,2024-11-04 08:11:38
TX000282,AC00362,45.77,2023-02-09 17:50:23,Debit,Philadelphia,D000484,85.239.236.80,M066,Online,25,Student,109,1,5978.12,2024-11-04 08:08:01
TX000283,AC00026,329.69,2023-01-09 16:54:30,Credit,San Antonio,D000278,146.69.70.214,M088,Online,26,Student,66,1,1671.66,2024-11-04 08:09:49
TX000284,AC00387,362.04,2023-07-10 16:37:11,Credit,Philadelphia,D000145,52.1.78.30,M059,Branch,58,Doctor,198,2,8421.88,2024-11-04 08:08:47
TX000285,AC00451,11.92,2023-10-09 17:48:55,Debit,San Diego,D000678,192.95.36.246,M063,Branch,53,Doctor,52,1,14611.9,2024-11-04 08:11:22
TX000286,AC00033,47.42,2023-12-19 16:46:08,Debit,San Diego,D000249,41.0.10.107,M012,ATM,64,Doctor,28,1,8253.52,2024-11-04 08:08:56
TX000287,AC00087,35.99,2023-01-19 16:14:12,Debit,Miami,D000270,162.207.77.170,M023,Branch,63,Retired,129,1,4489.79,2024-11-04 08:09:17
TX000288,AC00159,151.19,2023-05-05 16:04:36,Credit,New York,D000658,217.233.219.196,M061,Branch,37,Doctor,96,1,11903.82,2024-11-04 08:11:16
TX000289,AC00177,242.62,2023-07-10 16:40:15,Credit,San Francisco,D000332,138.87.180.254,M094,Online,22,Student,234,1,483.02,2024-11-04 08:07:09
TX000290,AC00093,48.72,2023-09-29 18:54:28,Debit,Virginia Beach,D000567,158.135.64.240,M063,Branch,21,Student,17,1,816.08,2024-11-04 08:07:27
TX000291,AC00427,43.46,2023-07-21 17:02:42,Debit,Boston,D000263,21.190.11.223,M020,ATM,25,Student,80,1,578.06,2024-11-04 08:10:45
TX000292,AC00284,1036.21,2023-07-21 18:54:14,Debit,Omaha,D000129,93.218.115.132,M067,Online,25,Student,126,1,477.3,2024-11-04 08:12:22
TX000293,AC00189,443.79,2023-10-09 18:28:04,Debit,Las Vegas,D000407,198.39.35.23,M099,ATM,53,Retired,87,1,3133.85,2024-11-04 08:11:16
TX000294,AC00495,365.14,2023-12-01 18:46:28,Debit,Dallas,D000640,173.232.121.213,M002,Online,68,Retired,57,1,5894.09,2024-11-04 08:07:25
TX000295,AC00148,757.41,2023-05-05 16:31:53,Debit,Los Angeles,D000383,125.89.163.224,M048,ATM,22,Student,37,1,9532.42,2024-11-04 08:09:03
TX000296,AC00272,20.54,2023-08-21 18:09:24,Debit,Fort Worth,D000348,171.101.134.74,M055,Branch,51,Engineer,72,1,5327.03,2024-11-04 08:07:28
TX000297,AC00381,475.36,2023-10-02 16:03:09,Debit,Phoenix,D000540,132.127.5.187,M018,ATM,34,Engineer,105,1,2000.6,2024-11-04 08:06:59
TX000298,AC00110,34.74,2023-06-26 16:40:21,Debit,San Francisco,D000320,82.88.241.226,M072,ATM,56,Retired,24,1,6827.57,2024-11-04 08:11:03
TX000299,AC00495,689.54,2023-03-06 16:46:57,Debit,Oklahoma City,D000395,89.6.100.149,M038,Branch,27,Student,93,1,1633.76,2024-11-04 08:08:53
TX000300,AC00035,211.18,2023-10-16 16:09:47,Debit,Washington,D000428,64.89.183.39,M059,ATM,73,Retired,90,1,4069.17,2024-11-04 08:11:50
TX000301,AC00119,211.36,2023-11-21 16:23:41,Credit,Fort Worth,D000700,63.67.150.226,M041,Branch,51,Engineer,286,1,7943.47,2024-11-04 08:11:10
TX000302,AC00488,744.41,2023-07-31 16:35:59,Credit,Houston,D000115,24.181.236.233,M095,Online,39,Engineer,107,1,8842.47,2024-11-04 08:11:27
TX000303,AC00466,61.43,2023-06-29 16:16:37,Debit,Phoenix,D000084,14.200.197.126,M035,Online,24,Student,170,1,1882.77,2024-11-04 08:08:18
TX000304,AC00489,167.44,2023-09-25 16:11:18,Debit,Mesa,D000483,166.7.230.111,M087,Branch,37,Doctor,82,1,12526.71,2024-11-04 08:10:49
TX000305,AC00306,361.46,2023-04-07 17:23:05,Debit,Nashville,D000169,171.150.178.172,M093,Online,21,Student,83,1,4737.84,2024-11-04 08:10:42
TX000306,AC00431,378.85,2023-06-16 17:21:15,Debit,Virginia Beach,D000043,192.95.36.246,M089,Branch,78,Retired,126,1,2300.53,2024-11-04 08:09:07
TX000307,AC00233,241.11,2023-06-16 16:41:23,Debit,Columbus,D000443,195.164.171.146,M063,Branch,30,Doctor,55,1,12385.05,2024-11-04 08:10:49
TX000308,AC00389,131.93,2023-09-11 17:31:10,Credit,Fort Worth,D000245,216.32.4.105,M049,Branch,31,Engineer,13,1,4547.06,2024-11-04 08:06:50
TX000309,AC00067,20.28,2023-07-19 17:42:38,Debit,Oklahoma City,D000585,150.83.4.238,M047,Online,36,Engineer,213,1,2047.83,2024-11-04 08:10:02
TX000310,AC00300,415.88,2023-04-27 17:30:16,Debit,San Diego,D000146,152.140.239.181,M005,Branch,70,Doctor,170,1,10008.33,2024-11-04 08:08:01
TX000311,AC00386,49.99,2023-02-09 17:53:59,Debit,Omaha,D000668,155.140.33.42,M062,ATM,62,Retired,139,1,2299.64,2024-11-04 08:08:15
TX000312,AC00285,1221.65,2023-09-27 16:55:35,Debit,Denver,D000098,83.207.115.164,M091,Online,27,Student,153,1,243.92,2024-11-04 08:10:41
TX000313,AC00219,100.66,2023-06-16 18:58:50,Debit,Dallas,D000511,86.220.59.252,M024,Branch,50,Doctor,144,1,14473.33,2024-11-04 08:11:54
TX000314,AC00445,485.54,2023-12-08 16:47:48,Debit,Louisville,D000343,121.67.144.20,M080,Online,19,Student,148,1,1533.32,2024-11-04 08:11:09
